book	chapter	verse	decision	chosen	farskipper	thiagobodruk	openbibles	scrollmapper
Zephaniah	2	3	plurality 2/4	Seek ye the LORD, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the LORD'S anger.	Seek ye the LORD, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the LORD'S anger.	Seek ye the LORD, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the LORD's anger.	Seek ye the LORD, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the LORD'S anger.	Seek ye the Lord, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the Lord's anger.
Zephaniah	2	4	plurality 3/4	For Gaza shall be forsaken, and Ashkelon a desolation: they shall drive out Ashdod at the noon day, and Ekron shall be rooted up.	For Gaza shall be forsaken, and Ashkelon a desolation: they shall drive out Ashdod at the noon day, and Ekron shall be rooted up.	For Gaza shall be forsaken, and Ashkelon a desolation: they shall drive out Ashdod at the noon day, and Ekron shall be rooted up.	For Gaza shall be forsaken, and Ashkelon a desolation: they shall drive out Ashdod at the noonday, and Ekron shall be rooted up.	For Gaza shall be forsaken, and Ashkelon a desolation: they shall drive out Ashdod at the noon day, and Ekron shall be rooted up.
Zephaniah	2	7	plurality 2/4	And the coast shall be for the remnant of the house of Judah; they shall feed thereupon: in the houses of Ashkelon shall they lie down in the evening: for the LORD their God shall visit them, and turn away their captivity.	And the coast shall be for the remnant of the house of Judah; they shall feed thereupon: in the houses of Ashkelon shall they lie down in the evening: for the LORD their God shall visit them, and turn away their captivity.	And the coast shall be for the remnant of the house of Judah; they shall feed thereupon: in the houses of Ashkelon shall they lie down in the evening: for the LORD their God shall visit them, and turn away their captivity.: or, when, etc	And the coast shall be for the remnant of the house of Judah; they shall feed thereupon: in the houses of Ashkelon shall they lie down in the evening: for the LORD their God shall visit them, and turn away their captivity.	And the coast shall be for the remnant of the house of Judah; they shall feed thereupon: in the houses of Ashkelon shall they lie down in the evening: for the Lord their God shall visit them, and turn away their captivity.
Haggai	1	2	plurality 2/4	Thus speaketh the LORD of hosts, saying, This people say, The time is not come, the time that the LORD'S house should be built.	Thus speaketh the LORD of hosts, saying, This people say, The time is not come, the time that the LORD'S house should be built.	Thus speaketh the LORD of hosts, saying, This people say, The time is not come, the time that the LORD's house should be built.	Thus speaketh the LORD of hosts, saying, This people say, The time is not come, the time that the LORD'S house should be built.	Thus speaketh the Lord of hosts, saying, This people say, The time is not come, the time that the Lord's house should be built.
Haggai	1	13	plurality 2/4	Then spake Haggai the LORD'S messenger in the LORD'S message unto the people, saying, I am with you, saith the LORD.	Then spake Haggai the LORD'S messenger in the LORD'S message unto the people, saying, I am with you, saith the LORD.	Then spake Haggai the LORD's messenger in the LORD's message unto the people, saying, I am with you, saith the LORD.	Then spake Haggai the LORD'S messenger in the LORD'S message unto the people, saying, I am with you, saith the LORD.	Then spake Haggai the Lord's messenger in the Lord's message unto the people, saying, I am with you, saith the Lord.
Haggai	2	18	plurality 2/4	Consider now from this day and upward, from the four and twentieth day of the ninth month, even from the day that the foundation of the LORD'S temple was laid, consider it.	Consider now from this day and upward, from the four and twentieth day of the ninth month, even from the day that the foundation of the LORD'S temple was laid, consider it.	Consider now from this day and upward, from the four and twentieth day of the ninth month, even from the day that the foundation of the LORD's temple was laid, consider it.	Consider now from this day and upward, from the four and twentieth day of the ninth month, even from the day that the foundation of the LORD'S temple was laid, consider it.	Consider now from this day and upward, from the four and twentieth day of the ninth month, even from the day that the foundation of the Lord's temple was laid, consider it.
Zechariah	4	10	plurality 2/4	For who hath despised the day of small things? for they shall rejoice, and shall see the plummet in the hand of Zerubbabel with those seven; they are the eyes of the LORD, which run to and fro through the whole earth.	For who hath despised the day of small things? for they shall rejoice, and shall see the plummet in the hand of Zerubbabel with those seven; they are the eyes of the LORD, which run to and fro through the whole earth.	For who hath despised the day of small things? for they shall rejoice, and shall see the plummet in the hand of Zerubbabel with those seven; they are the eyes of the LORD, which run to and fro through the whole earth. shall rejoice	For who hath despised the day of small things? for they shall rejoice, and shall see the plummet in the hand of Zerubbabel with those seven; they are the eyes of the LORD, which run to and fro through the whole earth.	For who hath despised the day of small things? for they shall rejoice, and shall see the plummet in the hand of Zerubbabel with those seven; they are the eyes of the Lord, which run to and fro through the whole earth.
Zechariah	4	14	plurality 3/4	Then said he, These are the two anointed ones, that stand by the Lord of the whole earth.	Then said he, These are the two anointed ones, that stand by the Lord of the whole earth.	Then said he, These are the two anointed ones, that stand by the Lord of the whole earth.	Then said he, These are the two anointed ones, that stand by the LORD of the whole earth.	Then said he, These are the two anointed ones, that stand by the Lord of the whole earth.
Zechariah	9	10	plurality 3/4	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from the river even to the ends of the earth.	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from the river even to the ends of the earth.	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from the river even to the ends of the earth.	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from river even to the ends of the earth.	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from the river even to the ends of the earth.
Zechariah	9	14	plurality 2/4	And the LORD shall be seen over them, and his arrow shall go forth as the lightning: and the Lord GOD shall blow the trumpet, and shall go with whirlwinds of the south.	And the LORD shall be seen over them, and his arrow shall go forth as the lightning: and the Lord GOD shall blow the trumpet, and shall go with whirlwinds of the south.	And the LORD shall be seen over them, and his arrow shall go forth as the lightning: and the Lord GOD shall blow the trumpet, and shall go with whirlwinds of the south.	And the LORD shall be seen over them, and his arrow shall go forth as the lightning: and the LORD GOD shall blow the trumpet, and shall go with whirlwinds of the south.	And the Lord shall be seen over them, and his arrow shall go forth as the lightning: and the Lord God shall blow the trumpet, and shall go with whirlwinds of the south.
Zechariah	14	20	plurality 2/4	In that day shall there be upon the bells of the horses, HOLINESS UNTO THE LORD; and the pots in the LORD'S house shall be like the bowls before the altar.	In that day shall there be upon the bells of the horses, HOLINESS UNTO THE LORD; and the pots in the LORD'S house shall be like the bowls before the altar.	In that day shall there be upon the bells of the horses, HOLINESS UNTO THE LORD; and the pots in the LORD's house shall be like the bowls before the altar.	In that day shall there be upon the bells of the horses, HOLINESS UNTO THE LORD; and the pots in the LORD'S house shall be like the bowls before the altar.	In that day shall there be upon the bells of the horses, HOLINESS UNTO THE LORD; and the pots in the Lord's house shall be like the bowls before the altar.
Malachi	1	14	plurality 2/4	But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the Lord a corrupt thing: for I am a great King, saith the LORD of hosts, and my name is dreadful among the heathen.	But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the Lord a corrupt thing: for I am a great King, saith the LORD of hosts, and my name is dreadful among the heathen.	But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the Lord a corrupt thing: for I am a great King, saith the LORD of hosts, and my name is dreadful among the heathen.	But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the LORD a corrupt thing: for I am a great King, saith the LORD of hosts, and my name is dreadful among the heathen.	But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the Lord a corrupt thing: for I am a great King, saith the Lord of hosts, and my name is dreadful among the heathen.
Malachi	3	2	plurality 2/4	But who may abide the day of his coming? and who shall stand when he appeareth? for he is like a refiner's fire, and like fullers' sope:	But who may abide the day of his coming? and who shall stand when he appeareth? for he is like a refiner's fire, and like fullers' sope:	But who may abide the day of his coming? and who shall stand when he appeareth? for he is like a refiner's fire, and like fullers' soap:	But who may abide the day of his coming? and who shall stand when he appeareth? for he is like a refiner's fire, and like fullers' sope:	But who may abide the day of his coming? and who shall stand when he appeareth? for he is like a refiner's fire, and like fullers' soap:
Matthew	5	3	plurality 3/4	Blessed are the poor in spirit: for theirs is the kingdom of heaven.	Blessed are the poor in spirit: for their's is the kingdom of heaven.	Blessed are the poor in spirit: for theirs is the kingdom of heaven.	Blessed are the poor in spirit: for theirs is the kingdom of heaven.	Blessed are the poor in spirit: for theirs is the kingdom of heaven.
Matthew	5	10	plurality 2/4	Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven.	Blessed are they which are persecuted for righteousness' sake: for their's is the kingdom of heaven.	Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven.	Blessed are they which are persecuted for righteousness sake: for theirs is the kingdom of heaven.	Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven.
Matthew	5	30	plurality 3/4	And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell.	And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell.	And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell.	And if thy right hand offend thee, cut if off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell.	And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell.
Matthew	15	39	plurality 3/4	And he sent away the multitude, and took ship, and came into the coasts of Magdala.	And he sent away the multitude, and took ship, and came into the coasts of Magdala.	And he sent away the multitude, and took ship, and came into the coasts of Magdala.	And he sent away the multitude, and took ship, and came into the coasts of Magdala,	And he sent away the multitude, and took ship, and came into the coasts of Magdala.
Matthew	16	17	plurality 2/4	And Jesus answered and said unto him, Blessed art thou, Simon Bar-jona: for flesh and blood hath not revealed it unto thee, but my Father which is in heaven.	And Jesus answered and said unto him, Blessed art thou, Simon Bar-jona: for flesh and blood hath not revealed it unto thee, but my Father which is in heaven.	And Jesus answered and said unto him, Blessed art thou, Simon Bar-jona: for flesh and blood hath not revealed it unto thee, but my Father which is in heaven.	And Jesus answered and said unto him, Blessed art thou, Simon Barjona: for flesh and blood hath not revealed it unto thee, but my Father which is in heaven.	And Jesus answered and said unto him, Blessed art thou, Simon Bar–jona: for flesh and blood hath not revealed it unto thee, but my Father which is in heaven.
Matthew	26	39	plurality 3/4	And he went a little further, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.	And he went a little further, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.	And he went a little further, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.	And he went a little farther, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.	And he went a little further, and fell on his face, and prayed, saying, O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.
Mark	1	19	plurality 3/4	And when he had gone a little further thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.	And when he had gone a little further thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.	And when he had gone a little further thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.	And when he had gone a little farther thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.	And when he had gone a little further thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.
Mark	2	1	plurality 3/4	And again he entered into Capernaum after some days; and it was noised that he was in the house.	And again he entered into Capernaum after some days; and it was noised that he was in the house.	And again he entered into Capernaum after some days; and it was noised that he was in the house.	And again he entered into Capernaum, after some days; and it was noised that he was in the house.	And again he entered into Capernaum after some days; and it was noised that he was in the house.
Mark	12	7	plurality 3/4	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours.	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be our's.	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours.	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours.	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours.
Mark	12	36	plurality 2/4	For David himself said by the Holy Ghost, The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.	For David himself said by the Holy Ghost, The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.	For David himself said by the Holy Ghost, The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.	For David himself said by the Holy Ghost, The Lord said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.	For David himself said by the Holy Ghost, The Lord said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.
Mark	14	43	plurality 3/4	And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.	And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.	And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.	And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priest and the scribes and the elders.	And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.
Luke	2	2	plurality 2/4	(And this taxing was first made when Cyrenius was governor of Syria.)	(And this taxing was first made when Cyrenius was governor of Syria.)	( And this taxing was first made when Cyrenius was governor of Syria.)	( And this taxing was first made when Cyrenius was governor of Syria.)	(And this taxing was first made when Cyrenius was governor of Syria.)
Luke	6	20	plurality 3/4	And he lifted up his eyes on his disciples, and said, Blessed be ye poor: for yours is the kingdom of God.	And he lifted up his eyes on his disciples, and said, Blessed be ye poor: for your's is the kingdom of God.	And he lifted up his eyes on his disciples, and said, Blessed be ye poor: for yours is the kingdom of God.	And he lifted up his eyes on his disciples, and said, Blessed be ye poor: for yours is the kingdom of God.	And he lifted up his eyes on his disciples, and said, Blessed be ye poor: for yours is the kingdom of God.
Luke	7	25	plurality 3/4	But what went ye out for to see? A man clothed in soft raiment? Behold, they which are gorgeously apparelled, and live delicately, are in kings' courts.	But what went ye out for to see? A man clothed in soft raiment? Behold, they which are gorgeously apparelled, and live delicately, are in kings' courts.	But what went ye out for to see? A man clothed in soft raiment? Behold, they which are gorgeously apparelled, and live delicately, are in kings' courts.	But what went ye out for to see? A man clothed in soft raiment? Behold, they which are gorgeously apparelled, and live delicately, are in kings courts.	But what went ye out for to see? A man clothed in soft raiment? Behold, they which are gorgeously apparelled, and live delicately, are in kings' courts.
Luke	8	47	plurality 3/4	And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him, and how she was healed immediately.	And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him, and how she was healed immediately.	And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him, and how she was healed immediately.	And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him and how she was healed immediately.	And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him, and how she was healed immediately.
Luke	12	49	plurality 3/4	I am come to send fire on the earth; and what will I, if it be already kindled?	I am come to send fire on the earth; and what will I, if it be already kindled?	I am come to send fire on the earth; and what will I, if it be already kindled?	I am come to send fire on the earth; and what will I if it be already kindled?	I am come to send fire on the earth; and what will I, if it be already kindled?
Luke	20	14	plurality 3/4	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be ours.	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be our's.	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be ours.	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be ours.	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be ours.
Luke	23	32	plurality 3/4	And there were also two other, malefactors, led with him to be put to death.	And there were also two other, malefactors, led with him to be put to death.	And there were also two other, malefactors, led with him to be put to death.	And there were also two others, malefactors, led with him to be put to death.	And there were also two other, malefactors, led with him to be put to death.
John	15	20	plurality 3/4	Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.	Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep your's also.	Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.	Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.	Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.
John	19	18	plurality 3/4	Where they crucified him, and two other with him, on either side one, and Jesus in the midst.	Where they crucified him, and two other with him, on either side one, and Jesus in the midst.	Where they crucified him, and two other with him, on either side one, and Jesus in the midst.	Where they crucified him, and two others with him, on either side one, and Jesus in the midst.	Where they crucified him, and two other with him, on either side one, and Jesus in the midst.
John	20	27	plurality 3/4	Then saith he to Thomas, Reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing.	Then saith he to Thomas, Reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing.	Then saith he to Thomas, Reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing.	Then saith he to Thomas, reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing.	Then saith he to Thomas, Reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing.
John	21	11	plurality 3/4	Simon Peter went up, and drew the net to land full of great fishes, an hundred and fifty and three: and for all there were so many, yet was not the net broken.	Simon Peter went up, and drew the net to land full of great fishes, an hundred and fifty and three: and for all there were so many, yet was not the net broken.	Simon Peter went up, and drew the net to land full of great fishes, an hundred and fifty and three: and for all there were so many, yet was not the net broken.	Simon Peter went up, and drew the net to land full of great fishes, and hundred and fifty and three: and for all there were so many, yet was not the net broken.	Simon Peter went up, and drew the net to land full of great fishes, an hundred and fifty and three: and for all there were so many, yet was not the net broken.
Acts	3	7	plurality 3/4	And he took him by the right hand, and lifted him up: and immediately his feet and ankle bones received strength.	And he took him by the right hand, and lifted him up: and immediately his feet and ancle bones received strength.	And he took him by the right hand, and lifted him up: and immediately his feet and ankle bones received strength.	And he took him by the right hand, and lifted him up: and immediately his feet and ankle bones received strength.	And he took him by the right hand, and lifted him up: and immediately his feet and ankle bones received strength.
Acts	5	21	plurality 3/4	And when they heard that, they entered into the temple early in the morning, and taught. But the high priest came, and they that were with him, and called the council together, and all the senate of the children of Israel, and sent to the prison to have them brought.	And when they heard that, they entered into the temple early in the morning, and taught. But the high priest came, and they that were with him, and called the council together, and all the senate of the children of Israel, and sent to the prison to have them brought.	And when they heard that, they entered into the temple early in the morning, and taught. But the high priest came, and they that were with him, and called the council together, and all the senate of the children of Israel, and sent to the prison to have them brought.	And when they heard that, they entered into the temple early in the morning, and taught. But the high priest came, and they that were with him, and called the council together, and all the senate of the children of Israel and sent to the prison to have them brought.	And when they heard that, they entered into the temple early in the morning, and taught. But the high priest came, and they that were with him, and called the council together, and all the senate of the children of Israel, and sent to the prison to have them brought.
Acts	11	12	plurality 2/4	And the Spirit bade me go with them, nothing doubting. Moreover these six brethren accompanied me, and we entered into the man's house:	And the Spirit bade me go with them, nothing doubting. Moreover these six brethren accompanied me, and we entered into the man's house:	And the Spirit bade me go with them, nothing doubting. Moreover these six brethren accompanied me, and we entered into the man's house:	And the spirit bade me go with them, nothing doubting. Moreover these six brethren accompanied me, and we entered into the man's house:	And the spirit bade me go with them, nothing doubting. Moreover these six brethren accompanied me, and we entered into the man's house:
Acts	11	28	plurality 2/4	And there stood up one of them named Agabus, and signified by the Spirit that there should be great dearth throughout all the world: which came to pass in the days of Claudius Caesar.	And there stood up one of them named Agabus, and signified by the Spirit that there should be great dearth throughout all the world: which came to pass in the days of Claudius Caesar.	And there stood up one of them named Agabus, and signified by the Spirit that there should be great dearth throughout all the world: which came to pass in the days of Claudius Caesar.	And there stood up one of them named Agabus, and signified by the spirit that there should be great dearth throughout all the world: which came to pass in the days of Claudius Caesar.	And there stood up one of them named Agabus, and signified by the spirit that there should be great dearth throughout all the world: which came to pass in the days of Claudius Cesar.
Acts	16	23	plurality 3/4	And when they had laid many stripes upon them, they cast them into prison, charging the jailor to keep them safely:	And when they had laid many stripes upon them, they cast them into prison, charging the jailor to keep them safely:	And when they had laid many stripes upon them, they cast them into prison, charging the jailor to keep them safely:	And when they had laid many stripes upon them, they cast them into prison, charging the jailer to keep them safely:	And when they had laid many stripes upon them, they cast them into prison, charging the jailor to keep them safely:
Acts	16	40	plurality 3/4	And they went out of the prison, and entered into the house of Lydia: and when they had seen the brethren, they comforted them, and departed.	And they went out of the prison, and entered into the house of Lydia: and when they had seen the brethren, they comforted them, and departed.	And they went out of the prison, and entered into the house of Lydia: and when they had seen the brethren, they comforted them, and departed.	And they went out of the prison, and entered into the house of Lydia and when they had seen the brethren, they comforted them, and departed.	And they went out of the prison, and entered into the house of Lydia: and when they had seen the brethren, they comforted them, and departed.
Acts	24	25	plurality 3/4	And as he reasoned of righteousness, temperance, and judgment to come, Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.	And as he reasoned of righteousness, temperance, and judgment to come, Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.	And as he reasoned of righteousness, temperance, and judgment to come, Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.	And as he reasoned of righteousness, temperance, and judgment to come Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.	And as he reasoned of righteousness, temperance, and judgment to come, Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.
Acts	28	15	plurality 3/4	And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked God, and took courage.	And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked God, and took courage.	And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked God, and took courage.	And from thence, when the brethren heard of us, they came to meet us as far as Appii Forum, and The three taverns: whom when Paul saw, he thanked God, and took courage.	And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked God, and took courage.
Romans	4	18	plurality 2/4	Who against hope believed in hope, that he might become the father of many nations, according to that which was spoken, So shall thy seed be.	Who against hope believed in hope, that he might become the father of many nations, according to that which was spoken, So shall thy seed be.	Who against hope believed in hope, that he might become the father of many nations; according to that which was spoken, So shall thy seed be.	Who against hope believed in hope, that he might become the father of many nations, according to that which was spoken, So shall thy seed be.	Who against hope believed in hope, that he might become the father of many nations; according to that which was spoken, So shall thy seed be.
Romans	4	19	plurality 3/4	And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara's womb:	And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara's womb:	And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara's womb:	And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sarah's womb:	And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara's womb:
Romans	9	9	plurality 3/4	For this is the word of promise, At this time will I come, and Sara shall have a son.	For this is the word of promise, At this time will I come, and Sara shall have a son.	For this is the word of promise, At this time will I come, and Sara shall have a son.	For this is the word of promise, At this time will I come, and Sarah shall have a son.	For this is the word of promise, At this time will I come, and Sara shall have a son.
1 Corinthians	1	2	plurality 3/4	Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both theirs and ours:	Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both their's and our's:	Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both theirs and ours:	Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both theirs and ours:	Unto the church of God which is at Corinth, to them that are sanctified in Christ Jesus, called to be saints, with all that in every place call upon the name of Jesus Christ our Lord, both theirs and ours:
1 Corinthians	3	21	plurality 3/4	Therefore let no man glory in men. For all things are yours;	Therefore let no man glory in men. For all things are your's;	Therefore let no man glory in men. For all things are yours;	Therefore let no man glory in men. For all things are yours;	Therefore let no man glory in men. For all things are yours;
1 Corinthians	3	22	plurality 3/4	Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours;	Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are your's;	Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours;	Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours;	Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours;
1 Corinthians	4	15	plurality 2/4	For though ye have ten thousand instructors in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.	For though ye have ten thousand instructors in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.	For though ye have ten thousand instructers in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.	For though ye have ten thousand instructers in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.	For though ye have ten thousand instructors in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.
1 Corinthians	8	9	plurality 3/4	But take heed lest by any means this liberty of yours become a stumblingblock to them that are weak.	But take heed lest by any means this liberty of your's become a stumblingblock to them that are weak.	But take heed lest by any means this liberty of yours become a stumblingblock to them that are weak.	But take heed lest by any means this liberty of yours become a stumblingblock to them that are weak.	But take heed lest by any means this liberty of yours become a stumblingblock to them that are weak.
1 Corinthians	15	27	plurality 3/4	For he hath put all things under his feet. But when he saith all things are put under him, it is manifest that he is excepted, which did put all things under him.	For he hath put all things under his feet. But when he saith all things are put under him, it is manifest that he is excepted, which did put all things under him.	For he hath put all things under his feet. But when he saith all things are put under him, it is manifest that he is excepted, which did put all things under him.	For he hath put all things under his feet. But when he saith, all things are put under him, it is manifest that he is excepted, which did put all things under him.	For he hath put all things under his feet. But when he saith all things are put under him, it is manifest that he is excepted, which did put all things under him.
1 Corinthians	15	58	plurality 3/4	Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.	Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.	Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.	Therefore, my beloved brethren, be ye stedfast, unmovable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.	Therefore, my beloved brethren, be ye stedfast, unmoveable, always abounding in the work of the Lord, forasmuch as ye know that your labour is not in vain in the Lord.
